,prev4,prev3,prev2,prev1,WORD_ORC,next1,next2,next3,next4,WORD_TRUR,SAME
19062,leadershlp,for,cma,also,a,tax,rate,from,gu,on,True
19063,for,cma,also,a,tax,rate,from,gu,m,may,True
19064,cma,also,a,tax,rate,from,gu,m,kd,president,True
19065,also,a,tax,rate,from,gu,m,kd,in,reagan,True
19066,a,tax,rate,from,gu,m,kd,in,provldes,announced,False
19067,tax,rate,from,gu,m,kd,in,provldes,dlvlde,his,False
19068,rate,from,gu,m,kd,in,provldes,dlvlde,dw,oqos,False
19069,from,gu,m,kd,in,provldes,dlvlde,dw,offsettlng,tax,True
19070,gu,m,kd,in,provldes,dlvlde,dw,offsettlng,these,reform,True
19071,m,kd,in,provldes,dlvlde,dw,offsettlng,these,the,in,False
19072,kd,in,provldes,dlvlde,dw,offsettlng,these,the,plan,the,False
19073,in,provldes,dlvlde,dw,offsettlng,these,the,plan,the,program,True
19074,provldes,dlvlde,dw,offsettlng,these,the,plan,the,mmmum,would,True
19075,dlvlde,dw,offsettlng,these,the,plan,the,mmmum,tax,shift,True
19076,dw,offsettlng,these,the,plan,the,mmmum,tax,hlth,almost,True
19077,offsettlng,these,the,plan,the,mmmum,tax,hlth,a,program,True
19078,these,the,plan,the,mmmum,tax,hlth,a,new,would,False
19079,the,plan,the,mmmum,tax,hlth,a,new,mmmum,substantially,True
19080,plan,the,mmmum,tax,hlth,a,new,mmmum,tax,increase,False
19081,the,mmmum,tax,hlth,a,new,mmmum,tax,on,the,True
19082,mmmum,tax,hlth,a,new,mmmum,tax,on,corporate,tax,True
19083,tax,hlth,a,new,mmmum,tax,on,corporate,who,burden,False
19084,hlth,a,new,mmmum,tax,on,corporate,who,took,of,True
19085,a,new,mmmum,tax,on,corporate,who,took,depreclatlon,businesses,True
19086,new,mmmum,tax,on,corporate,who,took,depreclatlon,deductlons,that,True
19087,mmmum,tax,on,corporate,who,took,depreclatlon,deductlons,of,although,True
19088,tax,on,corporate,who,took,depreclatlon,deductlons,of,or,the,True
19089,on,corporate,who,took,depreclatlon,deductlons,of,or,more,impact,False
19090,corporate,who,took,depreclatlon,deductlons,of,or,more,an,of,True
19091,who,took,depreclatlon,deductlons,of,or,more,an,the,specific,True
19092,took,depreclatlon,deductlons,of,or,more,an,the,that,provisions,True
19093,depreclatlon,deductlons,of,or,more,an,the,that,a,may,True
19094,deductlons,of,or,more,an,the,that,a,lowed,vary,True
19095,of,or,more,an,the,that,a,lowed,for,from,True
19096,or,more,an,the,that,a,lowed,for,earnlngs,the,True
19097,more,an,the,that,a,lowed,for,earnlngs,and,program,True
19098,an,the,that,a,lowed,for,earnlngs,and,proflts,provides,True
19099,the,that,a,lowed,for,earnlngs,and,proflts,a,for,True
19100,that,a,lowed,for,earnlngs,and,proflts,a,overall,a,False
19101,a,lowed,for,earnlngs,and,proflts,a,overall,slgnlf,reduction,True
19102,lowed,for,earnlngs,and,proflts,a,overall,slgnlf,cant,in,True
19103,for,earnlngs,and,proflts,a,overall,slgnlf,cant,tax,the,True
19104,earnlngs,and,proflts,a,overall,slgnlf,cant,tax,dncreases,maximtan,True
19105,and,proflts,a,overall,slgnlf,cant,tax,dncreases,over,would,False
19106,proflts,a,overall,slgnlf,cant,tax,dncreases,over,the,repeal,True
19107,a,overall,slgnlf,cant,tax,dncreases,over,the,next,the,True
19108,overall,slgnlf,cant,tax,dncreases,over,the,next,three,investment,True
19109,slgnlf,cant,tax,dncreases,over,the,next,three,calendar,tax,True
19110,cant,tax,dncreases,over,the,next,three,calendar,established,replace,True
19111,tax,dncreases,over,the,next,three,calendar,established,test,the,True
19112,dncreases,over,the,next,three,calendar,established,test,for,acrs,True
19113,over,the,next,three,calendar,established,test,for,detesnlnlng,depreciation,True
19114,the,next,three,calendar,established,test,for,detesnlnlng,the,period,True
19115,next,three,calendar,established,test,for,detesnlnlng,the,source,january,True
19116,three,calendar,established,test,for,detesnlnlng,the,source,of,jsmu,True
19117,calendar,established,test,for,detesnlnlng,the,source,of,cncome,through,False
19118,established,test,for,detesnlnlng,the,source,of,cncome,in,july,True
19119,test,for,detesnlnlng,the,source,of,cncome,in,ge,under,True
19120,for,detesnlnlng,the,source,of,cncome,in,ge,democratlc,these,True
19121,detesnlnlng,the,source,of,cncome,in,ge,democratlc,and,new,False
19122,the,source,of,cncome,in,ge,democratlc,and,republlcan,significant,True
19123,source,of,cncome,in,ge,democratlc,and,republlcan,congresslonal,tax,True
19124,of,cncome,in,ge,democratlc,and,republlcan,congresslonal,leaders,increases,True
19125,cncome,in,ge,democratlc,and,republlcan,congresslonal,leaders,have,over,True
19126,in,ge,democratlc,and,republlcan,congresslonal,leaders,have,the,the,False
19127,ge,democratlc,and,republlcan,congresslonal,leaders,have,the,admlnlstratlon,next,False
19128,democratlc,and,republlcan,congresslonal,leaders,have,the,admlnlstratlon,and,three,True
19129,and,republlcan,congresslonal,leaders,have,the,admlnlstratlon,and,congresslonal,calendar,True
19130,republlcan,congresslonal,leaders,have,the,admlnlstratlon,and,congresslonal,leaders,the,True
19131,congresslonal,leaders,have,the,admlnlstratlon,and,congresslonal,leaders,have,taxation,False
19132,leaders,have,the,admlnlstratlon,and,congresslonal,leaders,have,also,of,True
19133,have,the,admlnlstratlon,and,congresslonal,leaders,have,also,for,international,False
19134,the,admlnlstratlon,and,congresslonal,leaders,have,also,for,t,activities,True
19135,admlnlstratlon,and,congresslonal,leaders,have,also,for,t,a,of,True
19136,and,congresslonal,leaders,have,also,for,t,a,that,the,True
19137,congresslonal,leaders,have,also,for,t,a,that,the,program,True
19138,leaders,have,also,for,t,a,that,the,objectlves,would,False
19139,have,also,for,t,a,that,the,objectlves,of,impose,True
19140,also,for,t,a,that,the,objectlves,of,tax,a,True
19141,for,t,a,that,the,objectlves,of,tax,reform,more,True
19142,t,a,that,the,objectlves,of,tax,reform,should,restrictive,False
19143,a,that,the,objectlves,of,tax,reform,should,be,per,True
19144,that,the,objectlves,of,tax,reform,should,be,in,country,True
19145,the,objectlves,of,tax,reform,should,be,in,bellamy,limitation,True
19146,objectlves,of,tax,reform,should,be,in,bellamy,dellvered,on,True
19147,of,tax,reform,should,be,in,bellamy,dellvered,a,the,True
19148,tax,reform,should,be,in,bellamy,dellvered,a,progress,accomplished,True
19149,reform,should,be,in,bellamy,dellvered,a,progress,report,in,True
19150,should,be,in,bellamy,dellvered,a,progress,report,to,legislation,False
19151,be,in,bellamy,dellvered,a,progress,report,to,the,that,True
19152,in,bellamy,dellvered,a,progress,report,to,the,executlve,neither,True
19153,bellamy,dellvered,a,progress,report,to,the,executlve,tax,increases,True
19154,dellvered,a,progress,report,to,the,executlve,tax,leglslatlve,nor,True
19155,a,progress,report,to,the,executlve,tax,leglslatlve,task,decreases,True
19156,progress,report,to,the,executlve,tax,leglslatlve,task,group,the,False
19157,report,to,the,executlve,tax,leglslatlve,task,group,establlshed,cma,True
19158,to,the,executlve,tax,leglslatlve,task,group,establlshed,priorities,commission,False
19159,the,executlve,tax,leglslatlve,task,group,establlshed,priorities,mm,independent,True
19160,executlve,tax,leglslatlve,task,group,establlshed,priorities,mm,respect,studies,True
19161,tax,leglslatlve,task,group,establlshed,priorities,mm,respect,to,for,False
19162,leglslatlve,task,group,establlshed,priorities,mm,respect,to,preset,use,True
19163,task,group,establlshed,priorities,mm,respect,to,preset,transpo,in,True
19164,group,establlshed,priorities,mm,respect,to,preset,transpo,atlon,tax,True
19165,establlshed,priorities,mm,respect,to,preset,transpo,atlon,subcommlttee,legislative,True
19166,priorities,mm,respect,to,preset,transpo,atlon,subcommlttee,chalrman,r,True
19167,mm,respect,to,preset,transpo,atlon,subcommlttee,chalrman,robert,requirement,False
19168,respect,to,preset,transpo,atlon,subcommlttee,chalrman,robert,row,that,False
19169,to,preset,transpo,atlon,subcommlttee,chalrman,robert,row,has,clean,False
19170,preset,transpo,atlon,subcommlttee,chalrman,robert,row,has,had,ups,True
19171,transpo,atlon,subcommlttee,chalrman,robert,row,has,had,yn,be,True
19172,atlon,subcommlttee,chalrman,robert,row,has,had,yn,the,more,True
19173,subcommlttee,chalrman,robert,row,has,had,yn,the,the,stringent,True
19174,chalrman,robert,row,has,had,yn,the,the,superfund,than,True
19175,robert,row,has,had,yn,the,the,superfund,was,environmentalists,False
19176,row,has,had,yn,the,the,superfund,was,not,have,True
19177,has,had,yn,the,the,superfund,was,not,brought,been,True
19178,had,yn,the,the,superfund,was,not,brought,to,urging,True
19179,yn,the,the,superfund,was,not,brought,to,the,the,True
19180,the,the,superfund,was,not,brought,to,the,floor,committee,True
19181,the,superfund,was,not,brought,to,the,floor,before,to,True
19182,superfund,was,not,brought,to,the,floor,before,because,begin,True
19183,was,not,brought,to,the,floor,before,because,senators,debate,True
19184,not,brought,to,the,floor,before,because,senators,domenlcl,using,True
19185,brought,to,the,floor,before,because,senators,domenlcl,mium,the,True
19186,to,the,floor,before,because,senators,domenlcl,mium,and,tma,True
19187,the,floor,before,because,senators,domenlcl,mium,and,slmpson,has,True
19188,floor,before,because,senators,domenlcl,mium,and,slmpson,wanted,recommended,False
19189,before,because,senators,domenlcl,mium,and,slmpson,wanted,exhibit,the,False
19190,because,senators,domenlcl,mium,and,slmpson,wanted,exhibit,g,committee,True
19191,senators,domenlcl,mium,and,slmpson,wanted,exhibit,g,q,begin,False
19192,domenlcl,mium,and,slmpson,wanted,exhibit,g,q,j,from,True
19193,mium,and,slmpson,wanted,exhibit,g,q,j,pa,cma,True
19194,and,slmpson,wanted,exhibit,g,q,j,pa,py,yttrcl,False
19195,slmpson,wanted,exhibit,g,q,j,pa,py,so,cma,False
19196,wanted,exhibit,g,q,j,pa,py,so,sf,me,False
19197,exhibit,g,q,j,pa,py,so,sf,xb,x,True
19198,g,q,j,pa,py,so,sf,xb,zk,l,False
19199,q,j,pa,py,so,sf,xb,zk,an,p,True
19200,j,pa,py,so,sf,xb,zk,an,an,j,True
19201,pa,py,so,sf,xb,zk,an,an,ig,h,False
19202,py,so,sf,xb,zk,an,an,ig,wi,y,False
19203,so,sf,xb,zk,an,an,ig,wi,ca,b,True
19204,sf,xb,zk,an,an,ig,wi,ca,gq,f,True
19205,xb,zk,an,an,ig,wi,ca,gq,sl,cj,False
19206,zk,an,an,ig,wi,ca,gq,sl,ff,si,True
19207,an,an,ig,wi,ca,gq,sl,ff,nj,yl,True
19208,an,ig,wi,ca,gq,sl,ff,nj,cma,tc,False
19209,ig,wi,ca,gq,sl,ff,nj,cma,r,cs,False
19210,wi,ca,gq,sl,ff,nj,cma,r,ae,wm,False
19211,ca,gq,sl,ff,nj,cma,r,ae,cablnet,jp,True
19212,gq,sl,ff,nj,cma,r,ae,cablnet,member,ir,True
19213,sl,ff,nj,cma,r,ae,cablnet,member,jljd,pj,False
19214,ff,nj,cma,r,ae,cablnet,member,jljd,to,vd,False
19215,nj,cma,r,ae,cablnet,member,jljd,to,be,laying,True
19216,cma,r,ae,cablnet,member,jljd,to,be,targeted,the,True
19217,r,ae,cablnet,member,jljd,to,be,targeted,for,groundwork,False
19218,ae,cablnet,member,jljd,to,be,targeted,for,replacement,for,True
19219,cablnet,member,jljd,to,be,targeted,for,replacement,agrlculture,possible,True
19220,member,jljd,to,be,targeted,for,replacement,agrlculture,the,confrontation,True
19221,jljd,to,be,targeted,for,replacement,agrlculture,the,will,with,True
19222,to,be,targeted,for,replacement,agrlculture,the,will,make,congress,True
19223,be,targeted,for,replacement,agrlculture,the,will,make,trips,over,False
19224,targeted,for,replacement,agrlculture,the,will,make,trips,out,house,True
19225,for,replacement,agrlculture,the,will,make,trips,out,of,and,True
19226,replacement,agrlculture,the,will,make,trips,out,of,town,senate,True
19227,agrlculture,the,will,make,trips,out,of,town,three,the,True
19228,the,will,make,trips,out,of,town,three,or,same,True
19229,will,make,trips,out,of,town,three,or,four,it,True
19230,make,trips,out,of,town,three,or,four,days,would,True
19231,trips,out,of,town,three,or,four,days,a,reduce,True
19232,out,of,town,three,or,four,days,a,month,the,True
19233,of,town,three,or,four,days,a,month,page,fiscal,True
19234,town,three,or,four,days,a,month,page,substanes,gwer,True
19235,three,or,four,days,a,month,page,substanes,that,deficit,True
19236,or,four,days,a,month,page,substanes,that,belleves,by,True
19237,four,days,a,month,page,substanes,that,belleves,should,facing,True
19238,days,a,month,page,substanes,that,belleves,should,be,recently,True
19239,a,month,page,substanes,that,belleves,should,be,strlngently,settled,True
19240,month,page,substanes,that,belleves,should,be,strlngently,draft,enforcement,True
19241,page,substanes,that,belleves,should,be,strlngently,draft,but,cases,True
19242,substanes,that,belleves,should,be,strlngently,draft,but,oveall,dramatize,True
19243,that,belleves,should,be,strlngently,draft,but,oveall,could,increased,False
19244,belleves,should,be,strlngently,draft,but,oveall,could,zmprove,emphasis,True
19245,should,be,strlngently,draft,but,oveall,could,zmprove,access,substantial,True
19246,be,strlngently,draft,but,oveall,could,zmprove,access,reserves,fine,False
19247,strlngently,draft,but,oveall,could,zmprove,access,reserves,from,was,True
19248,draft,but,oveall,could,zmprove,access,reserves,from,the,reduced,False
19249,but,oveall,could,zmprove,access,reserves,from,the,outer,because,True
19250,oveall,could,zmprove,access,reserves,from,the,outer,contlnental,the,True
19251,could,zmprove,access,reserves,from,the,outer,contlnental,m,company,True
19252,zmprove,access,reserves,from,the,outer,contlnental,m,a,voluntarily,True
19253,access,reserves,from,the,outer,contlnental,m,a,to,disclosed,True
19254,reserves,from,the,outer,contlnental,m,a,to,sk,the,False
19255,from,the,outer,contlnental,m,a,to,sk,and,but,False
19256,the,outer,contlnental,m,a,to,sk,and,jx,overall,True
19257,outer,contlnental,m,a,to,sk,and,jx,advocatlng,it,True
19258,contlnental,m,a,to,sk,and,jx,advocatlng,support,could,True
19259,m,a,to,sk,and,jx,advocatlng,support,dot,improve,True
19260,a,to,sk,and,jx,advocatlng,support,dot,and,access,False
19261,to,sk,and,jx,advocatlng,support,dot,and,the,to,False
19262,sk,and,jx,advocatlng,support,dot,and,the,other,reserves,True
19263,and,jx,advocatlng,support,dot,and,the,other,supportrs,from,True
19264,jx,advocatlng,support,dot,and,the,other,supportrs,but,the,True
19265,advocatlng,support,dot,and,the,other,supportrs,but,kl,outer,True
19266,support,dot,and,the,other,supportrs,but,kl,consldered,continental,True
19267,dot,and,the,other,supportrs,but,kl,consldered,to,recommending,True
19268,and,the,other,supportrs,but,kl,consldered,to,be,that,True
19269,the,other,supportrs,but,kl,consldered,to,be,too,the,False
19270,other,supportrs,but,kl,consldered,to,be,too,the,not,False
19271,supportrs,but,kl,consldered,to,be,too,the,many,continue,True
19272,but,kl,consldered,to,be,too,the,many,anuaapanese,its,True
19273,kl,consldered,to,be,too,the,many,anuaapanese,that,talks,True
19274,consldered,to,be,too,the,many,anuaapanese,that,these,with,True
19275,to,be,too,the,many,anuaapanese,that,these,measures,the,True
19276,be,too,the,many,anuaapanese,that,these,measures,seem,consultation,False
19277,too,the,many,anuaapanese,that,these,measures,seem,too,to,True
19278,the,many,anuaapanese,that,these,measures,seem,too,much,oppose,True
19279,many,anuaapanese,that,these,measures,seem,too,much,a,cargo,True
19280,anuaapanese,that,these,measures,seem,too,much,a,departure,cma,True
19281,that,these,measures,seem,too,much,a,departure,from,favors,True
19282,these,measures,seem,too,much,a,departure,from,tradltlonal,continuation,True
19283,measures,seem,too,much,a,departure,from,tradltlonal,in,of,True
19284,seem,too,much,a,departure,from,tradltlonal,in,ksiw,the,True
19285,too,much,a,departure,from,tradltlonal,in,ksiw,the,talks,True
19286,much,a,departure,from,tradltlonal,in,ksiw,the,natlonal,leading,False
19287,a,departure,from,tradltlonal,in,ksiw,the,natlonal,conference,tariff,True
19288,departure,from,tradltlonal,in,ksiw,the,natlonal,conference,of,it,False
19289,from,tradltlonal,in,ksiw,the,natlonal,conference,of,state,is,True
19290,tradltlonal,in,ksiw,the,natlonal,conference,of,state,leglslatures,winning,False
19291,in,ksiw,the,natlonal,conference,of,state,leglslatures,polled,support,True
19292,ksiw,the,natlonal,conference,of,state,leglslatures,polled,more,in,True
19293,the,natlonal,conference,of,state,leglslatures,polled,more,and,europe,True
19294,natlonal,conference,of,state,leglslatures,polled,more,and,tax,and,False
19295,conference,of,state,leglslatures,polled,more,and,tax,concerns,with,True
19296,of,state,leglslatures,polled,more,and,tax,concerns,ranked,other,True
19297,state,leglslatures,polled,more,and,tax,concerns,ranked,as,come,True
19298,leglslatures,polled,more,and,tax,concerns,ranked,as,the,yet,True
19299,polled,more,and,tax,concerns,ranked,as,the,top,this,True
19300,more,and,tax,concerns,ranked,as,the,top,lssues,fall,True
19301,and,tax,concerns,ranked,as,the,top,lssues,for,with,True
19302,tax,concerns,ranked,as,the,top,lssues,for,vlrtually,negotiations,True
19303,concerns,ranked,as,the,top,lssues,for,vlrtually,every,proposed,True
19304,ranked,as,the,top,lssues,for,vlrtually,every,leglslatlve,to,True
19305,as,the,top,lssues,for,vlrtually,every,leglslatlve,some,start,True
19306,the,top,lssues,for,vlrtually,every,leglslatlve,some,states,in,False
19307,top,lssues,for,vlrtually,every,leglslatlve,some,states,face,cma,True
19308,lssues,for,vlrtually,every,leglslatlve,some,states,face,tlght,is,False
19309,for,vlrtually,every,leglslatlve,some,states,face,tlght,budgets,preparing,True
