,prev2,prev1,WORD_ORC,next1,next2,WORD_TRUE,SAME
17044,of,process,emlsslon,regulatlons,task,removal,False
17045,process,emlsslon,regulatlons,task,group,credits,True
17046,emlsslon,regulatlons,task,group,md,these,True
17047,regulatlons,task,group,md,worklng,materials,True
17048,task,group,md,worklng,mm,are,True
17049,group,md,worklng,mm,safe,designed,False
17050,md,worklng,mm,safe,and,for,True
17051,worklng,mm,safe,and,cosvmmcmw,rescue,True
17052,mm,safe,and,cosvmmcmw,chemical,and,True
17053,safe,and,cosvmmcmw,chemical,products,ocher,False
17054,and,cosvmmcmw,chemical,products,ursnmsumou,aspects,True
17055,cosvmmcmw,chemical,products,ursnmsumou,the,of,True
17056,chemical,products,ursnmsumou,the,reductlon,the,False
17057,products,ursnmsumou,the,reductlon,rn,material,True
17058,ursnmsumou,the,reductlon,rn,car,safety,False
17059,the,reductlon,rn,car,compensatlon,data,False
17060,reductlon,rn,car,compensatlon,would,sheets,True
17061,rn,car,compensatlon,would,a,during,False
17062,car,compensatlon,would,a,reductlon,transportation,True
17063,compensatlon,would,a,reductlon,mn,generated,True
17064,would,a,reductlon,mn,met,great,False
17065,a,reductlon,mn,met,mm,interest,True
17066,reductlon,mn,met,mm,representatlves,testified,True
17067,mn,met,mm,representatlves,of,at,True
17068,met,mm,representatlves,of,on,the,False
17069,mm,representatlves,of,on,may,may,True
17070,representatlves,of,on,may,to,r,True
17071,of,on,may,to,attempt,hearing,True
17072,on,may,to,attempt,to,opposed,True
17073,may,to,attempt,to,resolve,reliance,True
17074,to,attempt,to,resolve,our,on,True
17075,attempt,to,resolve,our,dlfferences,msdss,True
17076,to,resolve,our,dlfferences,and,during,True
17077,resolve,our,dlfferences,and,unprove,comments,False
17078,our,dlfferences,and,unprove,our,are,True
17079,dlfferences,and,unprove,our,negotlatlng,due,False
17080,and,unprove,our,negotlatlng,mm,by,True
17081,unprove,our,negotlatlng,mm,the,june,True
17082,our,negotlatlng,mm,the,canadlan,maritime,True
17083,negotlatlng,mm,the,canadlan,chemlcal,commission,True
17084,mm,the,canadlan,chemlcal,assoclatlon,to,False
17085,the,canadlan,chemlcal,assoclatlon,and,implement,True
17086,canadlan,chemlcal,assoclatlon,and,the,the,True
17087,chemlcal,assoclatlon,and,the,transport,new,True
17088,assoclatlon,and,the,transport,canada,shipping,True
17089,and,the,transport,canada,status,the,True
17090,the,transport,canada,status,of,subjects,True
17091,transport,canada,status,of,natural,energy,True
17092,canada,status,of,natural,gas,and,True
17093,status,of,natural,gas,cm,the,True
17094,of,natural,gas,cm,restated,cma,True
17095,natural,gas,cm,restated,advocacy,energy,True
17096,gas,cm,restated,advocacy,for,committee,True
17097,cm,restated,advocacy,for,deregulatlon,recommended,True
17098,restated,advocacy,for,deregulatlon,of,urging,True
17099,advocacy,for,deregulatlon,of,assoclatlon,the,False
17100,for,deregulatlon,of,assoclatlon,of,house,True
17101,deregulatlon,of,assoclatlon,of,che,and,True
17102,of,assoclatlon,of,che,amerlcan,che,True
17103,assoclatlon,of,che,amerlcan,iron,need,True
17104,of,che,amerlcan,iron,and,for,True
17105,che,amerlcan,iron,and,steel,more,True
17106,amerlcan,iron,and,steel,the,efficacious,True
17107,iron,and,steel,the,amerlcan,contract,True
17108,and,steel,the,amerlcan,industrlal,carriage,True
17109,steel,the,amerlcan,industrlal,npt,programs,True
17110,the,amerlcan,industrlal,npt,consumers,partial,True
17111,amerlcan,industrlal,npt,consumers,the,deregulation,True
17112,industrlal,npt,consumers,the,motor,of,True
17113,npt,consumers,the,motor,vehlcle,natural,True
17114,consumers,the,motor,vehlcle,manufacturers,gas,True
17115,the,motor,vehlcle,manufacturers,a,under,False
17116,motor,vehlcle,manufacturers,a,d,current,True
17117,vehlcle,manufacturers,a,d,alricondltlonlng,association,True
17118,manufacturers,a,d,alricondltlonlng,englneers,of,False
17119,a,d,alricondltlonlng,englneers,to,che,False
17120,d,alricondltlonlng,englneers,to,appeal,american,True
17121,alricondltlonlng,englneers,to,appeal,dmplementatlon,iron,True
17122,englneers,to,appeal,dmplementatlon,of,and,True
17123,to,appeal,dmplementatlon,of,thelr,steel,False
17124,appeal,dmplementatlon,of,thelr,issued,the,True
17125,dmplementatlon,of,thelr,issued,as,american,False
17126,of,thelr,issued,as,a,month,True
17127,thelr,issued,as,a,voluntary,cma,True
17128,issued,as,a,voluntary,technlcal,submitted,True
17129,as,a,voluntary,technlcal,gulde,comments,True
17130,a,voluntary,technlcal,gulde,so,to,True
17131,voluntary,technlcal,gulde,so,that,the,True
17132,technlcal,gulde,so,that,chemlcal,eia,True
17133,gulde,so,that,chemlcal,industry,and,True
17134,so,that,chemlcal,industry,management,office,True
17135,that,chemlcal,industry,management,xn,of,True
17136,chemlcal,industry,management,xn,reparlng,management,True
17137,industry,management,xn,reparlng,a,about,True
17138,management,xn,reparlng,a,cma,seven,False
17139,xn,reparlng,a,cma,response,percent,True
17140,reparlng,a,cma,response,to,higher,True
17141,a,cma,response,to,advance,than,True
17142,cma,response,to,advance,notlce,gifa,True
17143,response,to,advance,notlce,of,survey,True
17144,to,advance,notlce,of,proposed,and,True
17145,advance,notlce,of,proposed,rulemaklng,it,True
17146,notlce,of,proposed,rulemaklng,members,exceeds,True
17147,of,proposed,rulemaklng,members,the,the,False
17148,proposed,rulemaklng,members,the,superund,process,True
17149,rulemaklng,members,the,superund,communlcatlon,computer,True
17150,members,the,superund,communlcatlon,enftlated,forum,True
17151,the,superund,communlcatlon,enftlated,two,approximately,False
17152,superund,communlcatlon,enftlated,two,months,iso,True
17153,communlcatlon,enftlated,two,months,has,cma,True
17154,enftlated,two,months,has,brleflngs,member,True
17155,two,months,has,brleflngs,are,company,True
17156,months,has,brleflngs,are,schduled,fernandez,False
17157,has,brleflngs,are,schduled,for,and,True
17158,brleflngs,are,schduled,for,the,new,False
17159,are,schduled,for,the,followlng,york,True
17160,schduled,for,the,followlng,m,times,True
17161,for,the,followlng,m,durlng,with,False
17162,the,followlng,m,durlng,the,e,False
17163,followlng,m,durlng,the,perlod,waste,False
17164,m,durlng,the,perlod,on,handling,True
17165,durlng,the,perlod,on,rlsks,and,True
17166,the,perlod,on,rlsks,the,cma,True
17167,perlod,on,rlsks,the,vmportance,has,False
17168,on,rlsks,the,vmportance,of,begun,True
17169,rlsks,the,vmportance,of,usmg,to,False
17170,the,vmportance,of,usmg,household,company,True
17171,vmportance,of,usmg,household,weekilong,and,False
17172,of,usmg,household,weekilong,event,epa,True
17173,usmg,household,weekilong,event,a,for,False
17174,household,weekilong,event,a,d,may,True
17175,weekilong,event,a,d,transportatlon,on,True
17176,event,a,d,transportatlon,safety,establishment,False
17177,a,d,transportatlon,safety,two,of,False
17178,d,transportatlon,safety,two,radlo,clean,True
17179,transportatlon,safety,two,radlo,programs,sites,True
17180,safety,two,radlo,programs,also,and,True
17181,two,radlo,programs,also,newspaper,assisting,True
17182,radlo,programs,also,newspaper,hishln,in,True
17183,programs,also,newspaper,hishln,a,i,True
17184,also,newspaper,hishln,a,sample,a,False
17185,newspaper,hishln,a,sample,of,phenominal,True
17186,hishln,a,sample,of,the,in,True
17187,a,sample,of,the,program,addition,True
17188,sample,of,the,program,should,to,True
17189,of,the,program,should,hrlte,the,True
17190,the,program,should,hrlte,m,stations,True
17191,program,should,hrlte,m,llnda,the,False
17192,should,hrlte,m,llnda,results,material,False
17193,hrlte,m,llnda,results,are,also,False
17194,m,llnda,results,are,a,cma,True
17195,llnda,results,are,a,cp,jyerkh,True
17196,results,are,a,cp,percent,i,True
17197,are,a,cp,percent,rated,industry,False
17198,a,cp,percent,rated,the,and,True
17199,cp,percent,rated,the,kndustry,the,True
17200,percent,rated,the,kndustry,or,media,True
17201,rated,the,kndustry,or,at,was,False
17202,the,kndustry,or,at,provldlng,or,True
17203,kndustry,or,at,provldlng,commu,in,True
17204,or,at,provldlng,commu,and,compared,False
17205,at,provldlng,commu,and,management,accurate,True
17206,provldlng,commu,and,management,the,information,True
17207,commu,and,management,the,issue,in,True
17208,and,management,the,issue,book,compared,True
17209,management,the,issue,book,hj,to,True
17210,the,issue,book,hj,updated,dk,True
17211,issue,book,hj,updated,upon,percent,False
17212,book,hj,updated,upon,the,in,True
17213,hj,updated,upon,the,uf,special,True
17214,updated,upon,the,uf,government,attention,True
17215,upon,the,uf,government,relations,was,False
17216,the,uf,government,relations,are,devoted,True
17217,uf,government,relations,are,of,to,True
17218,government,relations,are,of,great,key,True
17219,relations,are,of,great,hmprtance,chemical,True
17220,are,of,great,hmprtance,m,tax,True
17221,of,great,hmprtance,m,the,issues,False
17222,great,hmprtance,m,the,chemlcal,in,False
17223,hmprtance,m,the,chemlcal,o,deficit,True
17224,m,the,chemlcal,o,the,reduction,True
17225,the,chemlcal,o,the,total,o,False
17226,chemlcal,o,the,total,flscal,both,True
17227,o,the,total,flscal,zmpact,the,True
17228,the,total,flscal,zmpact,of,house,True
17229,total,flscal,zmpact,of,thls,and,False
17230,flscal,zmpact,of,thls,leglslatlon,senate,True
17231,zmpact,of,thls,leglslatlon,on,bills,True
17232,of,thls,leglslatlon,on,the,would,False
17233,thls,leglslatlon,on,the,chemlcal,impose,True
17234,leglslatlon,on,the,chemlcal,andustry,much,True
17235,on,the,chemlcal,andustry,and,tighter,True
17236,the,chemlcal,andustry,and,to,control,True
17237,chemlcal,andustry,and,to,modlfy,the,True
17238,andustry,and,to,modlfy,an,senate,True
17239,and,to,modlfy,an,to,bill,True
17240,to,modlfy,an,to,make,also,True
17241,modlfy,an,to,make,permanent,contains,True
17242,an,to,make,permanent,the,an,True
17243,to,make,permanent,the,research,election,True
17244,make,permanent,the,research,and,to,True
17245,permanent,the,research,and,experlmentatlon,allow,True
17246,the,research,and,experlmentatlon,tax,a,True
17247,research,and,experlmentatlon,tax,advlsed,less,False
17248,and,experlmentatlon,tax,advlsed,represen,restrictive,True
17249,experlmentatlon,tax,advlsed,represen,atlves,superfund,False
17250,tax,advlsed,represen,atlves,of,this,True
17251,advlsed,represen,atlves,of,member,provision,True
17252,represen,atlves,of,member,companles,could,True
17253,atlves,of,member,companles,m,be,True
17254,of,member,companles,m,revlew,of,True
17255,member,companles,m,revlew,thls,crucial,False
17256,companles,m,revlew,thls,leglslatlon,importance,True
17257,m,revlew,thls,leglslatlon,manufacturers,to,True
17258,revlew,thls,leglslatlon,manufacturers,asoclatlon,the,False
17259,thls,leglslatlon,manufacturers,asoclatlon,lhmm,cma,True
17260,leglslatlon,manufacturers,asoclatlon,lhmm,to,is,False
17261,manufacturers,asoclatlon,lhmm,to,support,working,False
17262,asoclatlon,lhmm,to,support,passage,closely,True
17263,lhmm,to,support,passage,of,with,True
17264,to,support,passage,of,the,allied,True
17265,support,passage,of,the,patent,trade,True
17266,passage,of,the,patent,tenn,associations,True
17267,of,the,patent,tenn,congressman,and,True
17268,the,patent,tenn,congressman,hen,business,True
17269,patent,tenn,congressman,hen,waxman,restoration,True
17270,tenn,congressman,hen,waxman,av,this,False
17271,congressman,hen,waxman,av,of,important,True
17272,hen,waxman,av,of,may,legislation,True
17273,waxman,av,of,may,pma,would,True
17274,av,of,may,pma,and,extend,True
17275,of,may,pma,and,congressman,patent,True
17276,may,pma,and,congressman,to,life,True
17277,pma,and,congressman,to,late,on,True
17278,and,congressman,to,late,may,pma,True
17279,congressman,to,late,may,e,reached,True
17280,to,late,may,e,the,an,True
17281,late,may,e,the,house,agreement,False
17282,may,e,the,house,judlclary,in,True
17283,e,the,house,judlclary,subcomlttee,principle,True
17284,the,house,judlclary,subcomlttee,on,on,False
17285,house,judlclary,subcomlttee,on,awn,this,True
17286,judlclary,subcomlttee,on,awn,forced,proposal,True
17287,subcomlttee,on,awn,forced,renegotlatlon,with,False
17288,on,awn,forced,renegotlatlon,of,support,True
17289,awn,forced,renegotlatlon,of,certaln,passage,False
17290,forced,renegotlatlon,of,certaln,hlghiprlced,of,True
17291,renegotlatlon,of,certaln,hlghiprlced,gas,in,True
17292,of,certaln,hlghiprlced,gas,and,will,False
17293,certaln,hlghiprlced,gas,and,a,cooperate,True
17294,hlghiprlced,gas,and,a,twoiyear,with,True
17295,gas,and,a,twoiyear,the,pma,True
17296,and,a,twoiyear,the,objectlve,to,False
17297,a,twoiyear,the,objectlve,the,major,True
17298,twoiyear,the,objectlve,the,oh,provisions,False
17299,the,objectlve,the,oh,members,include,True
17300,objectlve,the,oh,members,supportlng,a,True
17301,the,oh,members,supportlng,qmdd,freeze,True
17302,oh,members,supportlng,qmdd,was,on,False
17303,members,supportlng,qmdd,was,to,above,False
17304,supportlng,qmdd,was,to,report,market,True
17305,qmdd,was,to,report,a,prices,True
17306,was,to,report,a,to,until,True
17307,to,report,a,to,support,january,True
17308,report,a,to,support,the,ceiling,True
17309,a,to,support,the,ackage,on,True
17310,to,support,the,ackage,and,indefinite,True
17311,support,the,ackage,and,all,price,False
17312,the,ackage,and,all,amendments,escalators,True
17313,ackage,and,all,amendments,were,in,True
17314,and,all,amendments,were,proponents,gas,True
17315,all,amendments,were,proponents,of,contracts,True
17316,amendments,were,proponents,of,house,unless,True
17317,were,proponents,of,house,mngell,the,True
17318,proponents,of,house,mngell,may,to,True
17319,of,house,mngell,may,not,support,False
17320,house,mngell,may,not,be,the,True
17321,mngell,may,not,be,commltted,package,True
17322,may,not,be,commltted,m,and,True
17323,not,be,commltted,m,the,all,True
17324,be,commltted,m,the,mm,amendments,False
17325,commltted,m,the,mm,as,were,True
17326,m,the,mm,as,to,proponents,True
17327,the,mm,as,to,qmwh,of,True
17328,mm,as,to,qmwh,an,but,True
17329,as,to,qmwh,an,every,he,False
17330,to,qmwh,an,every,effort,has,True
17331,qmwh,an,every,effort,will,termed,True
17332,an,every,effort,will,be,the,True
17333,every,effort,will,be,made,prospects,True
17334,effort,will,be,made,to,reasonable,True
17335,will,be,made,to,prevent,for,True
17336,be,made,to,prevent,passage,getting,True
17337,made,to,prevent,passage,of,a,True
17338,to,prevent,passage,of,the,vote,True
17339,prevent,passage,of,the,amendments,from,True
17340,passage,of,the,amendments,to,the,True
17341,of,the,amendments,to,u,republican,True
17342,the,amendments,to,u,related,members,True
17343,amendments,to,u,related,leglslatlon,of,False
17344,to,u,related,leglslatlon,may,the,True
17345,u,related,leglslatlon,may,be,house,False
17346,related,leglslatlon,may,be,attempted,energy,True
17347,leglslatlon,may,be,attempted,jn,and,True
17348,may,be,attempted,jn,the,commerce,True
17349,be,attempted,jn,the,modlfled,is,False
17350,attempted,jn,the,modlfled,rule,expected,True
17351,jn,the,modlfled,rule,w,legislation,False
17352,the,modlfled,rule,w,hch,to,True
17353,modlfled,rule,w,hch,allows,the,False
17354,rule,w,hch,allows,only,senate,False
17355,w,hch,allows,only,commlttee,a,True
17356,hch,allows,only,commlttee,approved,series,True
17357,allows,only,commlttee,approved,the,of,True
17358,only,commlttee,approved,the,authorlty,natural,True
17359,commlttee,approved,the,authorlty,to,gas,True
17360,approved,the,authorlty,to,vmose,modified,True
17361,the,authorlty,to,vmose,countervalllng,rule,True
17362,authorlty,to,vmose,countervalllng,dutles,which,False
17363,to,vmose,countervalllng,dutles,agalnst,allows,False
17364,vmose,countervalllng,dutles,agalnst,unported,only,True
17365,countervalllng,dutles,agalnst,unported,materlal,committee,True
17366,dutles,agalnst,unported,materlal,same,approved,False
